,Unnamed: 0,Name,Title,Location,Salary,Rating,Size,Founded,Type,Industry,Sector,Revenue,Dscrb,Seniority,Python,R,SQL,Spark,Aws,Excel,PowerBI,Tableau
763,866,National Security Agency,Data Scietist, OR,101589.0,3.5,NoSize,NoFounded,Government,Federal Agencies,Government,NoRevenue,"NSA Overview: The professionals at the National Security Agency (NSA) have one common goal: to protect our nation. The mission requires a strong offense and a steadfast defense. The offense collects, processes, and disseminates intelligence information derived from foreign signals for intelligence and counterintelligence purposes. The defense prevents adversaries from gaining access to sensitive classified national security information. At NSA, Data Science is a fundamental discipline and is present in nearly every aspect of the mission. NSA is the nation's leader in providing foreign signals intelligence while also protecting U.S. government information systems, forging the frontier of communications, and data analysis. We serve the American people by applying technical skills to meaningful work, keeping our friends and families safe for generations to come. You will make a lasting impact serving your country as a Data Scientist at the National Security Agency, using your curiosity and technical expertise to analyze large data sets to inform decision-making against foreign threats. Description of Position: Data science at NSA is a multi-disciplinary field that uses elements of mathematics, statistics, computer science, and application-specific knowledge to gather, make, and communicate principled conclusions from data. Data science is present in every aspect of the mission. NSA Data Scientists tackle challenging real-world problems leveraging big data, high-performance computing, machine learning, and a breadth of other methodologies. We are looking for critical thinkers, problem solvers, and motivated individuals who are enthusiastic about data and believe that answers to hard questions lie in the yet-to-be-told story of diverse, complicated data sets. You will employ your mathematical science, computer science, and quantitative analysis skills to develop solutions to complex data problems and take full advantage of NSA's capabilities to tackle the highest priority foreign intelligence and cybsersecurity challenges. The Data Science Development Program (DSDP) is a three-year opportunity to develop and enhance your data science skills for an NSA career. Participants experience the breadth of data science at NSA through six- to nine-month assignments in a variety of diverse organizations, and collaborate with NSA's experts in the field of data science. You will have opportunities to attend technical conferences with experts from industry and academia. You will routinely discuss and share NSA's challenges and successes at weekly technical roundtables. You will study data science and related subjects in NSA-taught classes. We foster an environment where you will develop your data science skills, allowing you to quickly contribute to NSA's highest priority mission challenges. Graduates of the DSDP may choose their first permanent assignments from any of the NSA Directorates, depending on availability.
As a Data Scientist at NSA, your responsibilities may include: - Exploratory data analysis and exploratory model-fitting to reveal data features of interest - Machine-learned predictive modeling - Collecting and combining data from multiple sources - Identifying and analyzing anomalous data (including metadata) - Applying scientific methods to data evaluation, performing statistical inference, and data mining - Developing conceptual design and models to address mission requirements - Developing qualitative and quantitative methods for characterizing datasets in various states. - Performing analytic modeling, scripting, and/or programming -Working collaboratively and iteratively throughout the data-science lifecycle - Developing analytic plans, engineer supporting algorithms, and design and implement solutions which execute analytic plans. - Designing and developing analytics and techniques for analysis - Analyzing data using mathematical and statistical methods - Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership - Creating interpretable visualizations",none,0,1,0,0,0,0,0,0
764,869,National Geospatial-Intelligence Agency,Data Scietist, MD,103127.0,4.0,10000+,1996,Government,Aerospace & Defense,Aerospace & Defense,NoRevenue,"Job Summary
ASSIGNMENT DESCRIPTION: Data Scientists develop and apply methods to identify, collect, process, and analyze large volumes of data to build and enhance products, processes, and systems. They conduct data mining and retrieval, and apply statistical and mathematical analyses to identify trends, solve analytical problems, optimize performance, and gather intelligence. They visualize information using a range of tools (e.g., GIS, R), develop scripts and algorithms, create explanatory and predictive models, and conduct comparative analyses to address complex problems.
Additional Job Information
ADDITIONAL INFORMATION: The National Geospatial-Intelligence Agency (NGA) serves as the world leader in providing timely, relevant, accurate and actionable geospatial intelligence (GEOINT). Data Scientists apply the application of programming, statistics and visualization to glean insights from large and disparate data sources. Data Scientists understand and utilize aspects of machine learning to solve and automate classification, regression, cluster analysis, anomaly detection, association discovery, and topic modeling tasks. Data Scientists understand and utilize solutions with predictive patterns from data into practical, intelligent applications that anyone can use. They can utilize rich toolsets to help users create, rapidly experiment, fully automate, and manage machine learning workflows to power intelligent applications. They produce intelligence using geospatial methodologies and spatio-temporal data derived from imagery, intelligence databases, and other classified and unclassified sources in support of national security. They are intelligence analysts who use their understanding of geographic information science and technology, spatial thinking, remote sensing, intelligence issues, spatial relationships and visualization techniques and the social and physical sciences to create information, characterize events, and discover relationships and trends. They produce descriptive and predictive analyses and communicate findings as written, visual, and/or oral geospatial intelligence. Other duties may include: 1. Develop and apply quantitative and qualitative analytic methods to identify, collect, process, and analyze large data sets for specified purposes. 2. Identify trends, solves analytical problems, optimizes performance, and develop results through appropriate data analysis techniques (e.g., data mining and retrieval). 3. Use applied statistics, build algorithms, and collaborating with domain experts to analyze large volumes of data to build and enhance products, processes, and systems. 4. Possess the ability to think tactically and strategically; operate in a dynamic environment; and deliver interoperable corporate solutions. 5. They will have extensive experience in building and maintaining geodatabases and integrating and managing foundation, intelligence, and multi-INT data into structured geodatabases. 6. Seek out spatial data from classified and unclassified sources and utilize existing tools or develop methods to tie spatial information to datasets where necessary. 7. Builds and maintains professional relationships with other NGA offices and external partners to collaborate on effective data management, data dissemination, and online on-demand practices. 8. Conduct data mining and retrieval and apply statistical and mathematical analysis to identify trends, solve analytic problems, optimize performance, and gather intelligence. 9. Develop scripts and algorithms (e.g. Python), create explanatory and predictive models and conduct comparative analyses to address complex military and intelligence problems. 10. Support the visualization of information using a range of tools (e.g. Tableau, R, and ESRI Arc-GIS 10.4 suite, including model builder). 11. Provide excellent customer support and interact with analytic units in a professional manner to help understand their challenges, incorporate their feedback, and provide quality solutions. Additional Application Requirement: You may be asked to complete one or more assessments in addition to the application you submit on this website as part of your application to NGA. These assessments may include but are not limited to: Online questionnaires or assessments that require you to describe your job-related knowledge, skills, abilities, or other characteristics that are aligned with the mandatory and desirable qualifications of this job posting. The information you provide in the application you submit must support the response you provide to this questionnaire. You will receive an email to describe any additional assessments required. Please monitor your emails and complete any required assessments as soon as possible. This position may be eligible for an INCENTIVE: The selected candidates may be offered an incentive as part of the offer of employment, based on budget availability. To receive the incentive, the selected candidate must sign a service agreement depending on the approved amount or duration of the incentive. If the employee leaves before the end of the service agreement, the employee may be required to repay a pro rata share amount of the incentive to the government.",none,1,1,0,0,0,1,0,1
765,871,Northrop Grumman,Data Scietist,Remote,157200.0,4.0,10000+,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Requisition ID: R10028270
Category: Research and Sciences
Location: Unknown City - MD, United States of America
Citizenship Required: United States Citizenship
Telecommute: Yes- May Consider Full Time Teleworking for this position
Shift: 1st Shift (United States of America)
Travel Required: Yes, 10% of the Time
Positions Available: 1

At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We look for people who have bold new ideas, courage and a pioneering spirit to join forces to invent the future, and have fun along the way. Our culture thrives on intellectual curiosity, cognitive diversity and bringing your whole self to work — and we have an insatiable drive to do what others think is impossible. Our employees are not only part of history, they're making history.",1,0,1,0,0,0,0,0,0
766,881,Indeed,Data Scietist, IL,273500.0,4.4,10000+,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
The Match Recommendations team builds machine learning models that recommend best-match jobs to job seekers on Indeed. The team’s mission is to build the world’s best AI matchmaker that can connect all jobseekers with their next job. To achieve this, the team leverages unparalleled rich data and state-of-the-art machine learning systems to deliver the highest quality matches to jobseekers and employers.

As a Principal Data Scientist on the Match Recommendations team, you will:
Build highly scalable and performant recommendation systems and technologies that can identify best matches between millions of jobs and millions of job seekers in real-time
Experiment with POC ML model improvements, scale them to production, and run iterative AB experiments to improve our matching technology",1,0,1,0,0,0,0,0,0
767,882,Lancer Insurance Company,Data Scietist,MD,100000.0,3.3,350.5,1985,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),"Predictive Modeler
Lancer Insurance Company, Inc. – Long Beach, NY
Lancer Insurance Company is looking for a talented and motivated predictive modeler to work with a data architect and/or data scientist to develop predictive models to provide modeling solutions that meet organizational needs and to perform in-depth analysis to guide and support strategic business decisions. The right candidate will be a successful communicator and self-starter with strong analytical skills who exhibits creativity, hustle, integrity, and teamwork.
Duties and Responsibilities:
· Identify areas where data can be used to improve business activities, defining business users’ requirements. Make recommendations for the usage of data in business and communicate the benefits and return on investment for application and product owners.",none,0,1,0,0,0,0,0,0
768,885,EDWARD JONES,Data Scietist,Remote,142910.0,4.0,10000+,1922,Company - Private,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),"At Edward Jones, we help clients achieve their serious, long-term financial goals by understanding their needs and implementing tailored solutions. To ensure a personal client experience, we have located our 15,000+ branch offices where our more than 7 million clients live and work.

In a typical branch office, a financial advisor meets with clients and receives branch office support, so they can focus on building deep relationships with clients. Headquarters associates in St. Louis, Tempe and Mississauga provide support and expertise to help U.S. and Canada branch teams deliver an ideal client experience. We continue to grow to meet the needs of long-term individual investors.
Firm Analytics
Senior Data Scientist
The Senior Data Scientist is responsible for the design and development of complex mathematical methods, machine learning and statistical models in support of data driven strategies. The role requires the ability to leverage data from multiple sources to develop innovative solutions to business problems.

An ideal candidate must be able to work closely with business partners to identify and develop tailored analytic solutions. A senior data scientist will be responsible for leading projects from design through implementation and final delivery to internal business partners.


Salary: $105753 - $180067
Category: Headquarters",none,0,1,0,0,0,0,0,0
769,886,Vinformatix,Data Scietist,Remote,79680.0,3.5,10000+,2008,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),"About us
Founded in Baton Rouge, LA in 2008, Vinformatix, LLC helps customers in the public and private sectors to meet complex challenges with custom web-based solutions that are user-friendly, reliable, and scalable. As a leading representative of Louisiana’s emerging home-grown digital economy; we create software and web-based solutions that help public sector agencies increase productivity, mobility, effectiveness, and the security of public information. Our services include multi-platform web and mobile application development, software and hardware systems integration, data analytics development, GIS related services, and business automation and consulting services.
Purpose
Our client seeks to augment their staff of highly qualified scientific and technical personnel in order to meet its scientific mandates and responsibilities. The selected candidate will support the organization’s mission to improve the health workforce through scientific research, evaluation of federal workforce programs, data collection, and statistical analyses; and, support designing and conducting statistical analyses and research projects concerning the characteristics of dynamics and interrelationships within and utilization of occupations in the U.S. health care workforce. The expected outcome is to expand the organization’s capabilities to analyze the U.S. health care workforce and evaluate workforce programs administered by the Bureau of Health Workforce.",1,0,1,0,0,0,0,0,0
770,887,Liberty Mutual Insurance,Data Analyst,Remote,125500.0,3.9,10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That's why we provide an environment focused on openness, inclusion, trust and respect. Here, you'll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession.
Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great Place to Work® US for the past several years. We were also selected as one of the “100 Best Places to Work in IT” on IDG's Insider Pro and Computerworld's 2020 list. For many years running, we have been named by Forbes as one of America's Best Employers for Women and one of America's Best Employers for New Graduates—as well as one of America's Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-inclusion
We value your hard work, integrity and commitment to make things better, and we put people first by offering you benefits that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/Benefits
Liberty Mutual is an equal opportunity employer. We will not tolerate discrimination on the basis of race, color, national origin, sex, sexual orientation, gender identity, religion, age, disability, veteran's status, pregnancy, genetic information or on any basis prohibited by federal, state or local law.

Bachelor's Degree
17",none,0,1,0,0,0,0,0,0
771,888,Indeed,Data Scietist,Remote,219500.0,4.4,10000+,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
Your Job
The Match Recommendations team builds machine learning models that recommend best-match jobs to job seekers on Indeed. The team’s mission is to build the world’s best AI matchmaker that can connect all jobseekers with their next job. To achieve this, the team leverages unparalleled rich data and state-of-the-art machine learning systems to deliver the highest quality matches to jobseekers and employers.

As a Principal Data Scientist on the Match Recommendations team, you will:
Build highly scalable and performant recommendation systems and technologies that can identify best matches between millions of jobs and millions of job seekers in real-time
Experiment with POC ML model improvements, scale them to production, and run iterative AB experiments to improve our matching technology",1,0,1,0,0,0,0,0,0
772,890,NIKE INC,Data Scietist, MO,157500.0,4.1,10000+,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),"Become a Part of the NIKE, Inc. Team


NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.

Who we are looking for",1,0,1,0,0,0,0,0,0
773,895,Allstate,Data Scietist,Remote,149850.0,3.5,10000+,1931,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"The world isn’t standing still, and neither is Allstate. We’re moving quickly, looking across our businesses and brands and taking bold steps to better serve customers’ evolving needs. That’s why now is an exciting time to join our team. You’ll have opportunities to take risks, challenge the status quo and shape the future for the greater good.
You’ll do all this in an environment of excellence and the highest ethical standards – a place where values such as integrity, inclusive diversity and accountability are paramount. We empower every employee to lead, drive change and give back where they work and live. Our people are our greatest strength, and we work as one team in service of our customers and communities. Plus, Allstate is changing how, when, and where we work-to lead us boldly into our future. We're empowering our employees to create better ways of working through more intentional use of communication and collaboration practices, processes and tools.
Everything we do at Allstate is driven by a shared purpose: to protect people from life’s uncertainties so they can realize their hopes and dreams. For more than 89 years we’ve thrived by staying a step ahead of whatever’s coming next – to give customers peace of mind no matter what changes they face. We acted with conviction to advocate for seat belts, air bags and graduated driving laws. We help give survivors of domestic violence a voice through financial empowerment. We’ve been an industry leader in pricing sophistication, telematics, digital photo claims and, more recently, device and identity protection. We are the Good Hands. We don’t follow the trends. We set them. Job Family Summary:

Data, Discovery, and Decision Science (D3) is the research and analytics organization at Allstate. In D3, you’ll be surrounded by 360+ tenacious and intellectually curious colleagues in an inclusive culture that encourages you to take risks, challenge the status quo and shape the future for the greater good. We are solving some of today’s most complicated analytics problems, making the lives of our Allstate colleagues easier and more productive, and driving our mission to deliver targeted insurance solutions to our customers. We are partnering to incorporate analytics into every aspect of the enterprise. We are avid about learning new ways to get the most value from our massive data resources and leading-edge technology. We are committed to building an inclusive and diverse team where everyone has an equal opportunity to succeed. We strive to hire people from different backgrounds so that we can better serve our diverse customer needs.


Traditionally, filing an insurance claim consists of a lengthy initial call, followed by a complex experience of several phone calls, emails and paperwork to indemnify the involved parties. This is a time-consuming process and not the type of experience customers have come to expect in 2022. For this reason, Allstate has launched a 3-pronged digital initiative to transform the way that claims are handled:

1. Redesign and simplify the claims process to be customer centric.
2. Provide technology solutions for asynchronous claims handling, allowing customers to interact with Allstate in the manner they prefer, at the time they prefer.
3. Identify and build data science solutions for usage in this new digital process to expedite the handling of the claim and reduce customer effort in completing the process more rapidly.

As a D3 Claims Digital Transformation Manager, you'll be responsible for the data science arm of this transformation. To support this transformation, you'll partner with Allstate teams in solving business problems using data science. You'll work closely with technology and claims to build and execute on a data science roadmap. Claims, technology and data science will work together as one team to accomplish a common goal.

You will lead a diverse team of data scientists, data engineers and business consultants to drive rapid change. In addition to traditional machine learning, your team will also have responsibility for building computer vision and natural language processing models. In the spirit of agile, you will lead the team to quickly develop analytic prototypes, test the prototypes in market, develop the prototypes into full products, deploy the products for widespread usage, and continue iterating on these products.


This job does have supervisory duties. Education and Experience:

Education and Experience
Compensation Data
The compensation range for this position is $119,700 and $180,000 per year, based on experience and qualifications.
The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen.

Good Work. Good Life. Good Hands®.

As a Fortune 100 company and industry leader, we provide a competitive salary – but that’s just the beginning. Our Total Rewards package also offers benefits like tuition assistance, medical and dental insurance, as well as a robust pension and 401(k). Plus, you’ll have access to a wide variety of programs to help you balance your work and personal life -- including a generous paid time off policy. For a full description of Allstate’s benefits, visit allstate.jobs/benefits

Learn more about life at Allstate. Connect with us on Twitter , Facebook , Instagram and LinkedIn or watch a video .

Allstate generally does not sponsor individuals for employment-based visas for this position.

Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click “ here ” for information regarding the San Francisco Fair Chance Ordinance.
For jobs in Los Angeles, please click “ here ” for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

To view the “EEO is the Law” poster click “ here ”. This poster provides information concerning the laws and procedures for filing complaints of violations of the laws with the Office of Federal Contract Compliance Programs

To view the FMLA poster, click “ here ”. This poster summarizing the major provisions of the Family and Medical Leave Act (FMLA) and telling employees how to file a complaint.

It is the Company’s policy to employ the best qualified individuals available for all jobs. Therefore, any discriminatory action taken on account of an employee’s ancestry, age, color, disability, genetic information, gender, gender identity, gender expression, sexual and reproductive health decision, marital status, medical condition, military or veteran status, national origin, race (include traits historically associated with race, including, but not limited to, hair texture and protective hairstyles), religion (including religious dress), sex, or sexual orientation that adversely affects an employee's terms or conditions of employment is prohibited. This policy applies to all aspects of the employment relationship, including, but not limited to, hiring, training, salary administration, promotion, job assignment, benefits, discipline, and separation of employment.",1,0,1,0,0,1,1,0,0
774,896,National Security Agency,Data Scietist,Remote,101589.0,3.5,NoSize,NoFounded,Government,Federal Agencies,Government,NoRevenue,"NSA Overview: The professionals at the National Security Agency (NSA) have one common goal: to protect our nation. The mission requires a strong offense and a steadfast defense. The offense collects, processes, and disseminates intelligence information derived from foreign signals for intelligence and counterintelligence purposes. The defense prevents adversaries from gaining access to sensitive classified national security information. At NSA, Data Science is a fundamental discipline and is present in nearly every aspect of the mission. NSA is the nation's leader in providing foreign signals intelligence while also protecting U.S. government information systems, forging the frontier of communications, and data analysis. We serve the American people by applying technical skills to meaningful work, keeping our friends and families safe for generations to come. You will make a lasting impact serving your country as a Data Scientist at the National Security Agency, using your curiosity and technical expertise to analyze large data sets to inform decision-making against foreign threats. Description of Position: Data science at NSA is a multi-disciplinary field that uses elements of mathematics, statistics, computer science, and application-specific knowledge to gather, make, and communicate principled conclusions from data. Data science is present in every aspect of the mission. NSA Data Scientists tackle challenging real-world problems leveraging big data, high-performance computing, machine learning, and a breadth of other methodologies. We are looking for critical thinkers, problem solvers, and motivated individuals who are enthusiastic about data and believe that answers to hard questions lie in the yet-to-be-told story of diverse, complicated data sets. You will employ your mathematical science, computer science, and quantitative analysis skills to develop solutions to complex data problems and take full advantage of NSA's capabilities to tackle the highest priority foreign intelligence and cybsersecurity challenges. The Data Science Development Program (DSDP) is a three-year opportunity to develop and enhance your data science skills for an NSA career. Participants experience the breadth of data science at NSA through six- to nine-month assignments in a variety of diverse organizations, and collaborate with NSA's experts in the field of data science. You will have opportunities to attend technical conferences with experts from industry and academia. You will routinely discuss and share NSA's challenges and successes at weekly technical roundtables. You will study data science and related subjects in NSA-taught classes. We foster an environment where you will develop your data science skills, allowing you to quickly contribute to NSA's highest priority mission challenges. Graduates of the DSDP may choose their first permanent assignments from any of the NSA Directorates, depending on availability.
As a Data Scientist at NSA, your responsibilities may include: - Exploratory data analysis and exploratory model-fitting to reveal data features of interest - Machine-learned predictive modeling - Collecting and combining data from multiple sources - Identifying and analyzing anomalous data (including metadata) - Applying scientific methods to data evaluation, performing statistical inference, and data mining - Developing conceptual design and models to address mission requirements - Developing qualitative and quantitative methods for characterizing datasets in various states. - Performing analytic modeling, scripting, and/or programming -Working collaboratively and iteratively throughout the data-science lifecycle - Developing analytic plans, engineer supporting algorithms, and design and implement solutions which execute analytic plans. - Designing and developing analytics and techniques for analysis - Analyzing data using mathematical and statistical methods - Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership - Creating interpretable visualizations",none,0,1,0,0,0,0,0,0
775,899,National Geospatial-Intelligence Agency,Data Scietist,Remote,103127.0,4.0,10000+,1996,Government,Aerospace & Defense,Aerospace & Defense,NoRevenue,"Job Summary
ASSIGNMENT DESCRIPTION: Data Scientists develop and apply methods to identify, collect, process, and analyze large volumes of data to build and enhance products, processes, and systems. They conduct data mining and retrieval, and apply statistical and mathematical analyses to identify trends, solve analytical problems, optimize performance, and gather intelligence. They visualize information using a range of tools (e.g., GIS, R), develop scripts and algorithms, create explanatory and predictive models, and conduct comparative analyses to address complex problems.
Additional Job Information
ADDITIONAL INFORMATION: The National Geospatial-Intelligence Agency (NGA) serves as the world leader in providing timely, relevant, accurate and actionable geospatial intelligence (GEOINT). Data Scientists apply the application of programming, statistics and visualization to glean insights from large and disparate data sources. Data Scientists understand and utilize aspects of machine learning to solve and automate classification, regression, cluster analysis, anomaly detection, association discovery, and topic modeling tasks. Data Scientists understand and utilize solutions with predictive patterns from data into practical, intelligent applications that anyone can use. They can utilize rich toolsets to help users create, rapidly experiment, fully automate, and manage machine learning workflows to power intelligent applications. They produce intelligence using geospatial methodologies and spatio-temporal data derived from imagery, intelligence databases, and other classified and unclassified sources in support of national security. They are intelligence analysts who use their understanding of geographic information science and technology, spatial thinking, remote sensing, intelligence issues, spatial relationships and visualization techniques and the social and physical sciences to create information, characterize events, and discover relationships and trends. They produce descriptive and predictive analyses and communicate findings as written, visual, and/or oral geospatial intelligence. Other duties may include: 1. Develop and apply quantitative and qualitative analytic methods to identify, collect, process, and analyze large data sets for specified purposes. 2. Identify trends, solves analytical problems, optimizes performance, and develop results through appropriate data analysis techniques (e.g., data mining and retrieval). 3. Use applied statistics, build algorithms, and collaborating with domain experts to analyze large volumes of data to build and enhance products, processes, and systems. 4. Possess the ability to think tactically and strategically; operate in a dynamic environment; and deliver interoperable corporate solutions. 5. They will have extensive experience in building and maintaining geodatabases and integrating and managing foundation, intelligence, and multi-INT data into structured geodatabases. 6. Seek out spatial data from classified and unclassified sources and utilize existing tools or develop methods to tie spatial information to datasets where necessary. 7. Builds and maintains professional relationships with other NGA offices and external partners to collaborate on effective data management, data dissemination, and online on-demand practices. 8. Conduct data mining and retrieval and apply statistical and mathematical analysis to identify trends, solve analytic problems, optimize performance, and gather intelligence. 9. Develop scripts and algorithms (e.g. Python), create explanatory and predictive models and conduct comparative analyses to address complex military and intelligence problems. 10. Support the visualization of information using a range of tools (e.g. Tableau, R, and ESRI Arc-GIS 10.4 suite, including model builder). 11. Provide excellent customer support and interact with analytic units in a professional manner to help understand their challenges, incorporate their feedback, and provide quality solutions. Additional Application Requirement: You may be asked to complete one or more assessments in addition to the application you submit on this website as part of your application to NGA. These assessments may include but are not limited to: Online questionnaires or assessments that require you to describe your job-related knowledge, skills, abilities, or other characteristics that are aligned with the mandatory and desirable qualifications of this job posting. The information you provide in the application you submit must support the response you provide to this questionnaire. You will receive an email to describe any additional assessments required. Please monitor your emails and complete any required assessments as soon as possible. This position may be eligible for an INCENTIVE: The selected candidates may be offered an incentive as part of the offer of employment, based on budget availability. To receive the incentive, the selected candidate must sign a service agreement depending on the approved amount or duration of the incentive. If the employee leaves before the end of the service agreement, the employee may be required to repay a pro rata share amount of the incentive to the government.",none,1,1,0,0,0,1,0,1
776,2,AdVon Commerce,Data Scietist, OR,95000.0,NoRating,NoSize,NoFounded,NoType,Telecommunications Services,Telecommunications Services,NoRevenue,"AdVon Commerce started with a vision: Solve e-commerce problems for retailers and publishers.
Our customers are so happy with our technology and are constantly asking us to expand our offerings. Hence, AdVon is pushing to increase the speed, efficiency, and resiliency of all our software. Armed with great technical talent our expanded product offering will be designed for the cloud and automatically handle infrastructure, optimization, availability, data protection, and more, so our publishers and retailers can focus on their core competencies, not managing tech solutions.
In our effort to expand the AdVon product offering we are actively hiring talented senior software engineers who can be part of a world class team which is already building a whole new product area for AdVon. This role is a unique opportunity to make a significant impact on our elastic, large scale, high-performance computing environment.",none,0,1,0,0,0,0,0,0
777,6,Cognitiv.ai,Data Scietist, OR,202500.0,NoRating,NoSize,NoFounded,NoType,Telecommunications Services,Telecommunications Services,NoRevenue,"Cognitiv builds custom programmatic ad buying algorithms using the latest advances in Deep Learning. Our platform enables us to offer custom algorithms to all our clients, including advertisers who build custom algorithms for their brands and ROI-types, and agencies who offer more sophisticated targeting solutions to their programmatic clients.
Applied Science and Analytics at Cognitiv is a highly visible team at the center of our product. Our team has a direct impact on the success of campaigns. As a Lead Data Scientist, you will help design and build our next generation of deep learning models, to help drive campaigns’ performance.
Responsibilities
Research new architectures, labelling schemes, and training methodologies.",1,0,1,0,0,0,0,0,0
778,7,PhenoVista Biosciences,Data Scietist,Remote,130000.0,1.0,10000+,NoFounded,Company - Private,Telecommunications Services,Telecommunications Services,NoRevenue,"This is an exciting opportunity to join a fast-paced biotech service company located in San Diego, California to build novel drug-discovery models and image analysis techniques. In this position, you will develop data analysis pipelines and deploy machine-learning models based on imaging data while collaborating closely with scientists, research assistants and programmer/analysts. You will use a combination of licensed and home-developed software to explore and visualize cell biology, microscopy, genomics, and other data for inclusion in client-ready reports.
This position will play a key role integrating data sources from advanced microscopy systems, automated liquid handling systems, and other sources to generate reliable statistical analyses of data and clear visualizations. You will combine analytical thinking, programming skills, and organization with a production mindset to create publication-quality data visualizations and reports from lab assay data. You will take ownership of data analysis on multiple on-going projects from the raw data through reporting, working with scientists to implement changes.",1,0,1,0,0,0,0,0,0
779,9,Industry leader,Data Scietist, MD,125000.0,NoRating,NoSize,NoFounded,NoType,Telecommunications Services,Telecommunications Services,NoRevenue,"I'm a recruiter (headhunter). This service is free to you (the candidate). One of the companies that I recruit for is looking to hire a:
Data Scientist
$100,000 to $150,000
Position
* Artificial intelligence and data science strategy for Industry 5.0 advancement
* Collaborate across the business to understand IT and business constraints
* Prioritize, scope and manage data science projects and corresponding KPIs
* Help to define and communicate governance principles
* Prioritize new data sources and create data pipelines
* Statistical analysis and visualization techniques
* Generate & test hypotheses
* Network with domain experts to better understand the business mechanics that generated the data
* Plan, define, execute and deliver data models and data tools including machine learning-based analytics
* Integrate domain knowledge into the ML solution re: design characteristics, financial risk, customer journey, quality prediction, sales, marketing
* Collaborate with data engineers and IT to evaluate and implement machine learning deployment options
* Test machine learning models and production systems
* Establish best practices around ML production infrastructure",none,0,1,0,0,0,0,0,0
780,10,Innovative Precision Health,Data Scietist, IL,150000.0,3.0,10000+,NoFounded,Company - Private,Telecommunications Services,Telecommunications Services,NoRevenue,"Job Responsibilities:
Project Delivery (70 - 85%)
Consult clients to define and refine business objectives towards data-driven decision problems
Research internal & external tools & methodologies to develop AIML solution concepts for client problem briefs..
Work with client & IPH team to rapidly prototype innovative AIML solutions including: data & requirements gathering, technological scoping and architecture, code implementation, insights delivery and recommendations.
Work with cross-functional client & IPH team to scale AIML solutions to production systems.",1,0,1,0,0,0,0,0,0
781,15,"Vanu, Inc.",Data Scietist, SC,125000.0,NoRating,NoSize,NoFounded,NoType,Telecommunications Services,Telecommunications Services,NoRevenue,"A unique position has arisen for a skilled, enthusiastic, and results-oriented data scientist in the budding global mapping group of a growing telecommunications company located in Lexington, Massachusetts. Vanu Inc is a global leader in providing wireless coverage to the 1.2 billion people worldwide currently unable to connect, with a particular focus on markets in Africa and South East Asia.
As a cartographically oriented data scientist you will help us to develop the technology and insight we need to address growing international interest in and application of our unique industry disrupting network planning and mapping capabilities. You will be an integral member of our analytics department focused both on the formulation of novel applications and the streamlining of existing tech.
The necessary credentials:",none,0,1,0,0,0,0,0,0
