,Name,Title,Location,Salary,Rating,Size,Founded,Type,Industry,Sector,Revenue,Dscrb
771,QBE North America,"AVP, Data Scientist (Remote)",Remote,"$182,500 /yr (est.)",NoRating,NoSize,NoFounded,NoType,NoIndustry,NoSector,NoRevenue,"At QBE, our purpose is to give people the confidence to achieve their ambitions inside and outside of work. From development opportunities, to flexible work options and highly competitive reward and benefits packages, we understand the importance of living our values when it comes to our people. Everything we do at QBE is underpinned by our company’s cultural elements – because we know it's not just what we do that matters, it's how we do it that makes the difference.
This opportunity is accountable for managing a team of modelling and data science partners and provide technical subject matter expertise on work products, including study design, research methodology, and deployment of statistical approaches.
Primary Responsibilities
Partner with analytics manager to size analytical opportunities and create delivery plans to ensure a positive commercial return against investments made while managing relationships with offshore analytics team"
772,NoName,Principal Data Scientist - Deep Learning (Remote),"Northbrook, IL",NoSalary,3.5,10000+ Employees,1931,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"The world isn’t standing still, and neither is Allstate. We’re moving quickly, looking across our businesses and brands and taking bold steps to better serve customers’ evolving needs. That’s why now is an exciting time to join our team. You’ll have opportunities to take risks, challenge the status quo and shape the future for the greater good.
You’ll do all this in an environment of excellence and the highest ethical standards – a place where values such as integrity, inclusive diversity and accountability are paramount. We empower every employee to lead, drive change and give back where they work and live. Our people are our greatest strength, and we work as one team in service of our customers and communities. Plus, Allstate is changing how, when, and where we work-to lead us boldly into our future. We're empowering our employees to create better ways of working through more intentional use of communication and collaboration practices, processes and tools.
Everything we do at Allstate is driven by a shared purpose: to protect people from life’s uncertainties so they can realize their hopes and dreams. For more than 89 years we’ve thrived by staying a step ahead of whatever’s coming next – to give customers peace of mind no matter what changes they face. We acted with conviction to advocate for seat belts, air bags and graduated driving laws. We help give survivors of domestic violence a voice through financial empowerment. We’ve been an industry leader in pricing sophistication, telematics, digital photo claims and, more recently, device and identity protection. We are the Good Hands. We don’t follow the trends. We set them. Job Summary

Data, Discovery, and Decision Science (D3) is the research and analytics organization at Allstate. In D3, you’ll be surrounded by 330+ tenacious and intellectually curious colleagues in an inclusive culture that encourages you to take risks, challenge the status quo and shape the future for the greater good. We are solving some of today’s most complicated analytics problems, making the lives of our Allstate colleagues easier and more productive, and driving our mission to deliver targeted insurance solutions to our customers. We are partnering to incorporate analytics into every aspect of the enterprise. We are avid about learning new ways to get the most value from our massive data resources and leading-edge technology. We are committed to creating an inclusive and diverse work environment where everyone has an equal opportunity to succeed. We strive to hire people from a wide variety of backgrounds so that we can better serve our increasingly diverse and multi-faceted customer base. Developing ourselves and others is key to our success.

The Analytics Center of Excellence is positioned at the center of Allstate’s analytics ecosystem and builds, deploys, and integrates advanced analytics across Allstate. As a Principal Data Scientist you will have the opportunity to innovate and drive adoption of the latest data science tools and methodologes across the Allstate enterprise.This includes: researching, developing, and implementing techniques from fields such as statistics, machine learning, natural language processing, and computer vision; the coding/development of tools that use machine learning/predictive modeling to make business decisions; keeping current with the latest academic research in data science; identification of new business problems that can be solved through the use of machine learning; engaging with our university partners to identify research ready for use and implementing within the business. The person in this role will help shape Allstate’s data science strategy and will have the opportunity to work across areas of the business. The role is responsible for assisting in the recruitment, selection, mentorship and development of junior data scientists. This role will also begin to oversee highly complex projects.

Key Responsibilities

Leverages research and applies state-of-the-art deep learning techniques to inform key strategic recommendations and decisions.
Reviews, evaluates, communicates and makes recommendation on appropriateness of modeling techniques and results to team, leadership and stakeholders to ensure these are well understood and incorporated into business processes. Develops and executes communication strategy, keeping stakeholders informed, and influencing business partners and senior leaders on the effectiveness of machine learning/predictive modeling to solve business problems.
Collaborates and influences outside business units and leads work on data and complex business problems across departments in order to improve the effectiveness of business decisions and business results through designing, building, and partnering to implement machine learning/predictive models.
Identifies languages and tools that can bring efficiencies or needed techniques to the team. Identifies and develops solutions that use new areas of data, research and models and develops data sources that can solve business problems.
Utilizes effective project planning techniques to break down complex and occasionally highly complex machine learning/predictive modeling and/or development projects into tasks, manages scope of projects, develops project plans, and ensures deadlines are kept.
Advises data science and business partners on applying advanced analytics and regularly trains them on state-of-the-art.
This role does not have people management responsibilities.

Preferred Qualifications

Education and Experience
A Bachelor’s degree in a field such as math, computer science, statistics, machine learning, engineering, or related. Graduate degree a plus.
7 or more years of related experience.
Computer Vision, NLP, Optimization, Deep Learning, or expert Machine Learning generalist.

Functional Skills
Experience deveoping machine learning algorithms and models and applying to business problems.
Ability to provide written and oral interpretation of highly specialized terms and data, and ability to present this data to others with different levels of expertise
Experience working with Agile team and demonstrated analytic agility with ability to quickly learn and switch topic.
Ability to craft new concepts and stay current with academic research
Ability to use and learn a wide variety of tools and languages to achieve results
Proven ability to code and develop prototypes in various languages
Ability to manage a wide range of loosely defined moderate to complex situations, which require application of creativity and originality, where guidance and counsel may be unavailable
Ability to train, develop, and teach more junior modelers
Knowledge of advanced machine learning techniques and libraries
The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen.

Good Work. Good Life. Good Hands®.

As a Fortune 100 company and industry leader, we provide a competitive salary – but that’s just the beginning. Our Total Rewards package also offers benefits like tuition assistance, medical and dental insurance, as well as a robust pension and 401(k). Plus, you’ll have access to a wide variety of programs to help you balance your work and personal life -- including a generous paid time off policy. For a full description of Allstate’s benefits, visit allstate.jobs/benefits

Learn more about life at Allstate. Connect with us on Twitter , Facebook , Instagram and LinkedIn or watch a video .

Allstate generally does not sponsor individuals for employment-based visas for this position.

Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click “ here ” for information regarding the San Francisco Fair Chance Ordinance.
For jobs in Los Angeles, please click “ here ” for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

To view the “EEO is the Law” poster click “ here ”. This poster provides information concerning the laws and procedures for filing complaints of violations of the laws with the Office of Federal Contract Compliance Programs

To view the FMLA poster, click “ here ”. This poster summarizing the major provisions of the Family and Medical Leave Act (FMLA) and telling employees how to file a complaint.

It is the Company’s policy to employ the best qualified individuals available for all jobs. Therefore, any discriminatory action taken on account of an employee’s ancestry, age, color, disability, genetic information, gender, gender identity, gender expression, sexual and reproductive health decision, marital status, medical condition, military or veteran status, national origin, race (include traits historically associated with race, including, but not limited to, hair texture and protective hairstyles), religion (including religious dress), sex, or sexual orientation that adversely affects an employee's terms or conditions of employment is prohibited. This policy applies to all aspects of the employment relationship, including, but not limited to, hiring, training, salary administration, promotion, job assignment, benefits, discipline, and separation of employment."
773,Allstate,Senior Data Scientist Manager (Remote - Home Based Worker),"Northbrook, IL","$149,850 /yr (est.)",3.5,10000+ Employees,1931,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"The world isn’t standing still, and neither is Allstate. We’re moving quickly, looking across our businesses and brands and taking bold steps to better serve customers’ evolving needs. That’s why now is an exciting time to join our team. You’ll have opportunities to take risks, challenge the status quo and shape the future for the greater good.
You’ll do all this in an environment of excellence and the highest ethical standards – a place where values such as integrity, inclusive diversity and accountability are paramount. We empower every employee to lead, drive change and give back where they work and live. Our people are our greatest strength, and we work as one team in service of our customers and communities. Plus, Allstate is changing how, when, and where we work-to lead us boldly into our future. We're empowering our employees to create better ways of working through more intentional use of communication and collaboration practices, processes and tools.
Everything we do at Allstate is driven by a shared purpose: to protect people from life’s uncertainties so they can realize their hopes and dreams. For more than 89 years we’ve thrived by staying a step ahead of whatever’s coming next – to give customers peace of mind no matter what changes they face. We acted with conviction to advocate for seat belts, air bags and graduated driving laws. We help give survivors of domestic violence a voice through financial empowerment. We’ve been an industry leader in pricing sophistication, telematics, digital photo claims and, more recently, device and identity protection. We are the Good Hands. We don’t follow the trends. We set them. Job Family Summary:

Data, Discovery, and Decision Science (D3) is the research and analytics organization at Allstate. In D3, you’ll be surrounded by 360+ tenacious and intellectually curious colleagues in an inclusive culture that encourages you to take risks, challenge the status quo and shape the future for the greater good. We are solving some of today’s most complicated analytics problems, making the lives of our Allstate colleagues easier and more productive, and driving our mission to deliver targeted insurance solutions to our customers. We are partnering to incorporate analytics into every aspect of the enterprise. We are avid about learning new ways to get the most value from our massive data resources and leading-edge technology. We are committed to building an inclusive and diverse team where everyone has an equal opportunity to succeed. We strive to hire people from different backgrounds so that we can better serve our diverse customer needs.


Traditionally, filing an insurance claim consists of a lengthy initial call, followed by a complex experience of several phone calls, emails and paperwork to indemnify the involved parties. This is a time-consuming process and not the type of experience customers have come to expect in 2022. For this reason, Allstate has launched a 3-pronged digital initiative to transform the way that claims are handled:

1. Redesign and simplify the claims process to be customer centric.
2. Provide technology solutions for asynchronous claims handling, allowing customers to interact with Allstate in the manner they prefer, at the time they prefer.
3. Identify and build data science solutions for usage in this new digital process to expedite the handling of the claim and reduce customer effort in completing the process more rapidly.

As a D3 Claims Digital Transformation Manager, you'll be responsible for the data science arm of this transformation. To support this transformation, you'll partner with Allstate teams in solving business problems using data science. You'll work closely with technology and claims to build and execute on a data science roadmap. Claims, technology and data science will work together as one team to accomplish a common goal.

You will lead a diverse team of data scientists, data engineers and business consultants to drive rapid change. In addition to traditional machine learning, your team will also have responsibility for building computer vision and natural language processing models. In the spirit of agile, you will lead the team to quickly develop analytic prototypes, test the prototypes in market, develop the prototypes into full products, deploy the products for widespread usage, and continue iterating on these products.


This job does have supervisory duties. Education and Experience:

Education and Experience
Compensation Data
The compensation range for this position is $119,700 and $180,000 per year, based on experience and qualifications.
The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen.

Good Work. Good Life. Good Hands®.

As a Fortune 100 company and industry leader, we provide a competitive salary – but that’s just the beginning. Our Total Rewards package also offers benefits like tuition assistance, medical and dental insurance, as well as a robust pension and 401(k). Plus, you’ll have access to a wide variety of programs to help you balance your work and personal life -- including a generous paid time off policy. For a full description of Allstate’s benefits, visit allstate.jobs/benefits

Learn more about life at Allstate. Connect with us on Twitter , Facebook , Instagram and LinkedIn or watch a video .

Allstate generally does not sponsor individuals for employment-based visas for this position.

Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click “ here ” for information regarding the San Francisco Fair Chance Ordinance.
For jobs in Los Angeles, please click “ here ” for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

To view the “EEO is the Law” poster click “ here ”. This poster provides information concerning the laws and procedures for filing complaints of violations of the laws with the Office of Federal Contract Compliance Programs

To view the FMLA poster, click “ here ”. This poster summarizing the major provisions of the Family and Medical Leave Act (FMLA) and telling employees how to file a complaint.

It is the Company’s policy to employ the best qualified individuals available for all jobs. Therefore, any discriminatory action taken on account of an employee’s ancestry, age, color, disability, genetic information, gender, gender identity, gender expression, sexual and reproductive health decision, marital status, medical condition, military or veteran status, national origin, race (include traits historically associated with race, including, but not limited to, hair texture and protective hairstyles), religion (including religious dress), sex, or sexual orientation that adversely affects an employee's terms or conditions of employment is prohibited. This policy applies to all aspects of the employment relationship, including, but not limited to, hiring, training, salary administration, promotion, job assignment, benefits, discipline, and separation of employment."
774,Intuit,Principal Data Scientist,"San Diego, CA",NoSalary,4.5,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Overview
Intuit is hiring a Principal Data Scientist to join our Intuit AI team in Mountain View, CA.

Come join our collaborative and creative group of data scientists and machine learning engineers and build models that directly affect hundreds of thousands of our customers. In this role you will be building and deploying machine learning models using both analytical algorithms and deep learning approaches. We are waiting for you to join us and do the best work of your life.
What you'll bring
PhD/MS in Engineering Mathematics, Statistics, Theoretical/Computational Physics, or related field"
775,NIKE INC,"Senior Data Scientist, Sport Activity Open to remote work, except the following locations: SD, VT, and WV","Washougal, WA","$140,000 /yr (est.)",4.1,10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),"Become a Part of the NIKE, Inc. Team

NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.

Who we are looking for

We are looking for experienced data scientists who are excited to help Nike members along their fitness and wellness journey. You excel at formulating a member need or product strategy into a tractable machine learning or statistical problem. You love diving into the data, modeling it, and engineering the production solution. You think probabilistically and causally. You love the science for itself. You stay up to date on the newest research and are excited to figure out how we can apply it to serve our members.

We are looking for scientists who will continue to strengthen the collaborative, open, and inclusive culture that we have built. Our work in activity is new, so we are looking for scientists who are excited about green space. Who are excited to help build a new team and solve big new problems. Who thrive in a dynamic space and want to drive important efforts independently.

What will you work on

Sport Activity Senior Data Scientists will personalize Nike’s fitness and wellness experiences, building towards a cutting edge AI coach built atop scientific expertise, with hardware and camera integration.

healthy, high energy, balanced, andmotivated. You will partner with our product team and product and platform engineers to deploy models, evolve the experience, and evaluate tests. You will build from the data an understanding of user response to drive strategic goals rather than easy to capture real time measures. You will synthesize findings to help guide product decisions, influencing product roadmaps and strategic direction.

Who will you work with

You will be a Senior Data Scientist reporting to the Senior Director of Sport Activity Data Science. You will work with other senior and principal sport activity data scientists. The team embeds with product and engineering teams that deliver Nike’s physical activity digital experiences including the Nike Running Club (NRC) and Nike Training Club (NTC) apps. You will also work closely with platform and data engineering teams. As a scientist in the Consumer Data Science group, you will participate in our data science labs, study groups, and team activities.

What you bring

Minimum Qualifications

computing, both for data and optimization

Preferred Qualifications

Open to remote work, except cannot work in South Dakota, Vermont, and West Virginia. These candidates will be required to relocate.

For employees based in Colorado, this position starts at $140,000 per year. Information about benefits can be found here.

NIKE, Inc. is a growth company that looks for team members to grow with it. Nike offers a generous total rewards package, casual work environment, a diverse and inclusive culture, and an electric atmosphere for professional development. No matter the location, or the role, every Nike employee shares one galvanizing mission: To bring inspiration and innovation to every athlete* in the world.

NIKE, Inc. is committed to employing a diverse workforce. Qualified applicants will receive consideration without regard to race, color, religion, sex, national origin, age, sexual orientation, gender identity, gender expression, veteran status, or disability."
776,National Security Agency,Data Scientist - Development Program,"Fort Meade, MD","$101,589 /yr (est.)",3.5,Unknown,NoFounded,Government,Federal Agencies,Government,Unknown / Non-Applicable,"NSA Overview: The professionals at the National Security Agency (NSA) have one common goal: to protect our nation. The mission requires a strong offense and a steadfast defense. The offense collects, processes, and disseminates intelligence information derived from foreign signals for intelligence and counterintelligence purposes. The defense prevents adversaries from gaining access to sensitive classified national security information. At NSA, Data Science is a fundamental discipline and is present in nearly every aspect of the mission. NSA is the nation's leader in providing foreign signals intelligence while also protecting U.S. government information systems, forging the frontier of communications, and data analysis. We serve the American people by applying technical skills to meaningful work, keeping our friends and families safe for generations to come. You will make a lasting impact serving your country as a Data Scientist at the National Security Agency, using your curiosity and technical expertise to analyze large data sets to inform decision-making against foreign threats. Description of Position: Data science at NSA is a multi-disciplinary field that uses elements of mathematics, statistics, computer science, and application-specific knowledge to gather, make, and communicate principled conclusions from data. Data science is present in every aspect of the mission. NSA Data Scientists tackle challenging real-world problems leveraging big data, high-performance computing, machine learning, and a breadth of other methodologies. We are looking for critical thinkers, problem solvers, and motivated individuals who are enthusiastic about data and believe that answers to hard questions lie in the yet-to-be-told story of diverse, complicated data sets. You will employ your mathematical science, computer science, and quantitative analysis skills to develop solutions to complex data problems and take full advantage of NSA's capabilities to tackle the highest priority foreign intelligence and cybsersecurity challenges. The Data Science Development Program (DSDP) is a three-year opportunity to develop and enhance your data science skills for an NSA career. Participants experience the breadth of data science at NSA through six- to nine-month assignments in a variety of diverse organizations, and collaborate with NSA's experts in the field of data science. You will have opportunities to attend technical conferences with experts from industry and academia. You will routinely discuss and share NSA's challenges and successes at weekly technical roundtables. You will study data science and related subjects in NSA-taught classes. We foster an environment where you will develop your data science skills, allowing you to quickly contribute to NSA's highest priority mission challenges. Graduates of the DSDP may choose their first permanent assignments from any of the NSA Directorates, depending on availability.
As a Data Scientist at NSA, your responsibilities may include: - Exploratory data analysis and exploratory model-fitting to reveal data features of interest - Machine-learned predictive modeling - Collecting and combining data from multiple sources - Identifying and analyzing anomalous data (including metadata) - Applying scientific methods to data evaluation, performing statistical inference, and data mining - Developing conceptual design and models to address mission requirements - Developing qualitative and quantitative methods for characterizing datasets in various states. - Performing analytic modeling, scripting, and/or programming -Working collaboratively and iteratively throughout the data-science lifecycle - Developing analytic plans, engineer supporting algorithms, and design and implement solutions which execute analytic plans. - Designing and developing analytics and techniques for analysis - Analyzing data using mathematical and statistical methods - Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership - Creating interpretable visualizations"
777,DW Simpson,VP - Head of Analytics and Data Science - Remote,"Minneapolis, MN",NoSalary,4.3,51 to 200 Employees,1989,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),"This role could be a major step up in your career. Growing Health client has a great opportunity for an ASA, FSA, Data Scientist, or student actuary with at least 4 years of relevant experience, including experience successfully leading and growing high-performing teams. Candidate will build and lead analytics and data science functions that drive their unique health plan and underwriting approach, enhance their products, and help make better decisions for the business. This individual should have outstanding analytical aptitude and problem-solving skills, excellent attention to detail, a strong domain expertise in health insurance, and technical fluency with relevant software and systems.

(#52513)"
778,Freddie Mac,Quantitative Analytics Senior Data Scientist,"McLean, VA",NoSalary,4.6,5001 to 10000 Employees,1970,Company - Public,Lending,Finance,$10+ billion (USD),"At Freddie Mac, you will do important work to build a better housing finance system and you’ll be part of a team helping to make homeownership and rental housing more accessible and affordable across the nation.
As part of Freddie Mac’s return to the office pilot, all employees, contingent workers and visitors must be fully vaccinated against COVID-19 in order to be on-site unless they have an approved accommodation.
Position Overview:
Are you looking for an opportunity to put your technical skills to use working on advanced modeling challenges? Freddie Mac’s Modeling, Econometrics, Data Science & Analytics Department is currently seeking a Quantitative Analytics Senior - Data Scientist who will be responsible for the development and execution of quantitative analytics and modeling projects in support of Freddie Mac’ business. Apply now and learn why there’s #MoreAtFreddieMac!
Time-type:Full time
Job Category:Research & Modeling
FLSA Status:Exempt"
779,USAA,Data Scientist I (100% Remote Available),"Von Ormy, TX",Visit USAA Website,3.7,10000+ Employees,1922,Company - Private,Insurance Carriers,Insurance,$25 to $50 million (USD),"Purpose of Job We are seeking a talented Data Scientist I for our San Antonio, TX; Plano, TX; Phoenix, AZ; Colorado Springs, CO; Tampa, FL and Charlotte, NC facility. This person may also work remotely in a 100% Remote Work Environment.

Candidate selected for this position is going to work with USAA enterprise data office data science team. They will leverage the advanced machine learning method to drive member insights and enhance member experience of the organization.

Job Requirements

About USAA
USAA knows what it means to serve. We facilitate the financial security of millions of U.S. military members and their families. This singular mission requires a dedication to innovative thinking at every level.

About USAA IT
Our most meaningful qualification isn't technical, it's human. Here, we don't just sit in front of a screen. We stand behind our 13 million members who rely on us every day.
We're proud of USAA's strong history -- and we're even more passionate about our future. That's why we have a team of supportive and collaborative hardworking technology professionals focused on doing more for our members. And why we're continuing to add innovative problem solvers to our team. With us, you'll find exciting challenges that inspire you to continue learning and growing.


Identifies and manages existing and emerging risks that stem from business activities and the job role.

Ensures risks associated with business activities are effectively identified, measured, monitored, and controlled.

Follows written risk and compliance policies and procedures for business activities.

Partners with other analysts across the organization to fully define business problems and research questions; Supports SME's on cross functional matrixed teams to solve highly complex work critical to the organization.

Integrates and extracts relevant information from large amounts of both structured and unstructured data (internal and external) to enable analytical solutions.

Conducts advanced analytics leveraging predictive modeling, machine learning, simulation, optimization and other techniques to deliver insights or develop analytical solutions to achieve business objectives.

Supports Subject Matter Experts (SME's) on efforts to develop scalable, efficient, automated solutions for large scale data analyses, model development, model validation and model implementation.

Works with IT to research architecture for new products, services, and features.

Develops algorithms and supporting code such that research efforts are based on the highest quality data.

Translates complex analytical and technical concepts to non-technical employees to enable understanding and drive informed business decisions.


Master's degree in Computer Science, Applied Mathematics, Quantitative Economics, Statistics, or related field.

6 additional years of related experience beyond the minimum required may be substituted in lieu of a degree.

4 years of related experience in predictive modeling, large data analysis and computer science.

Proficient knowledge of the function/discipline and demonstrated application of knowledge, skills and abilities towards work products.

Proficient level of business acumen in the areas of the business operations, industry practices and emerging trends.

Experience in data mining and statistical analysis.

Knowledge of Data Science principals and experience with data science methodologies.

Experience with any one of the following statistical and predictive modeling approaches: Gaussian Process; Markov Models; Hierarchical Clustering; K-Means; Linear Regression; Logistic Regression; Monte Carlo Simulation; Neural Networks.

When you apply for this position, you will be required to answer some initial questions. This will take approximately 5 minutes. Once you begin the questions you will not be able to finish them at a later time and you will not be able to change your responses.


Strong Python, SQL or Java skills.

Project experience with Graph Databases such as Neo4j, AWS Neptune or similar.

Worked with data platforms such as Hive in Hadoop, Spark, Snowflake.

Exposure to natural language processing (NLP), deep learning, computer vision,

Model risk experience, or hands-on experience taking models through development and model risk validation, at a financial institution guided by OCC 2011-12 and FRB SR 11-7.

Demonstrated ability to effectively communicate (written and oral) complex analytical and technical concepts to both technical and non-technical employees.

Java-based modeling capabilities (and more specifically agent-based modeling expertise, with knowledge of Anylogic a plus but not required).

The above description reflects the details considered necessary to describe the principal functions of the job and should not be construed as a detailed description of all the work requirements that may be performed in the job.


USAA has an effective method for assessing market data and establishing ranges to ensure we remain competitive. You are paid within the salary range based on your experience and market position. The salary range for this skill is: $88,200 - $158,900 *
Employees may be eligible for pay incentives based on overall corporate and individual performance or at the discretion of the USAA Board of Directors.

Geographic pay differential is additional pay provided to eligible employees working in locations where market pay levels are above the national average.

will be addressed on an individual-basis for applicable roles that are consistently scheduled for non-core hours.


At USAA our employees enjoy best-in-class benefits to support their physical, financial, and emotional wellness. These benefits include comprehensive medical, dental and vision plans, 401(k), pension, life insurance, parental benefits, adoption assistance, paid time off program with paid holidays plus 16 paid volunteer hours, and various wellness programs. Additionally, our career path planning and continuing education assists employees with their professional goals.

Please click on the link below for more details.
USAA Total Rewards

Relocation assistance is Not Available for this position."
780,The Home Depot,"Senior Data Scientist, Online Recommendation (Virtual)","Atlanta, GA",NoSalary,3.8,10000+ Employees,1978,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),"The Home Depot is able to offer virtual employment of this position in the following states: AL, AK, AZ, AR, DE, DC, FL, GA, HI, ID, IL, IN, IA, KS, KY, LA, ME, MD, MA, MI, MN, MS, MO, MT, NE, NH, NJ, NM, NY, NC, ND, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VT, VA, WA, WV, WI, WY

Position Purpose:
The Sr. Data Scientist is responsible for leading data science initiatives that drive business profitability, increased efficiencies and improved customer experience. This role assists in the development of the Home Depot advanced analytics infrastructure that informs decision making. Sr. Data Scientists are expected to seek out business opportunities to leverage data science as a competitive advantage. Based on the specific data science team, this role would need to be Proficient in one or more data science specializations, such as optimization, computer vision, recommendation, search or NLP.

As a Sr. Data Scientist, you will serve as a lead on data science projects, collaborating with project/product managers, providing prioritization of tasks, balancing workload and mentoring data scientists on the project team. This role is expected to present insights and recommendations to leaders and business partners and explain the benefits and impacts of the recommended solutions. This role supports the building of skilled and talented data science teams by providing input to staffing needs and participating in the recruiting and hiring process. In addition, Data Scientists collaborate with business partners and cross-functional teams, requiring effective communication skills, building relationships and partnerships, and leveraging business proficiency to solutions and recommendations.




This position reports to manager or above

This position has 0 Direct Reports



1. Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.

Typically requires overnight travel less than 10% of the time.























-"
781,Northrop Grumman,Sr. Principal Data Scientist,Maryland,"$157,200 /yr (est.)",4.0,10000+ Employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Requisition ID: R10028270
Category: Research and Sciences
Location: Unknown City - MD, United States of America
Citizenship Required: United States Citizenship
Telecommute: Yes- May Consider Full Time Teleworking for this position
Shift: 1st Shift (United States of America)
Travel Required: Yes, 10% of the Time
Positions Available: 1

At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We look for people who have bold new ideas, courage and a pioneering spirit to join forces to invent the future, and have fun along the way. Our culture thrives on intellectual curiosity, cognitive diversity and bringing your whole self to work — and we have an insatiable drive to do what others think is impossible. Our employees are not only part of history, they're making history."
782,The Home Depot,"Data Scientist, Marketing & Online (Remote)","Atlanta, GA",NoSalary,3.8,10000+ Employees,1978,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),"The Home Depot is able to offer virtual employment of this position in the following states: AL, AK, AZ, AR, DE, DC, FL, GA, HI, ID, IL, IN, IA, KS, KY, LA, ME, MD, MA, MI, MN, MS, MO, MT, NE, NH, NJ, NM, NY, NC, ND, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VT, VA, WA, WV, WI, WY

Position Purpose:
The Data Scientist is responsible for supporting data science initiatives that drive business profitability, increased efficiencies and improved customer experience. This role applies industry-leading analytical methodologies for working with large datasets to extract meaningful business insight and creatively solve business problems. Data Scientists are also responsible for ensuring that developed codes are documented into a library of reusable algorithms. Based on the specific data science team, this role would need to be knowledgeable in one or more data science specializations, such as optimization, computer vision, recommendation, search or NLP.

As a Data Scientist, you will apply advanced analytics methods and algorithms for identifying trends and providing business solutions. This role is expected to present insights and recommendations to non-technical audiences and explain the benefits and impacts of the recommended solutions. In addition, Data Scientists collaborate with business partners and cross-functional teams, requiring effective communication skills, building relationships, and focus on understanding the overall business area being supported.




This position typically reports to Manager or above

This position has 0 Direct Reports



1. Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.

Typically requires overnight travel less than 10% of the time.

























-"
783,The Home Depot,"Data Scientist, Online Marketing (Remote)","Atlanta, GA",NoSalary,3.8,10000+ Employees,1978,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),"The Home Depot is able to offer virtual employment of this position in the following states: AL, AK, AZ, AR, DE, DC, FL, GA, HI, ID, IL, IN, IA, KS, KY, LA, ME, MD, MA, MI, MN, MS, MO, MT, NE, NH, NJ, NM, NY, NC, ND, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VT, VA, WA, WV, WI, WY

POSITION PURPOSE
The Data Scientist is responsible for supporting data science initiatives that drive business profitability, increased efficiencies and improved customer experience. This role applies industry-leading analytical methodologies for working with large datasets to extract meaningful business insight and creatively solve business problems. Data Scientists are also responsible for ensuring that developed codes are documented into a library of reusable algorithms. Based on the specific data science team, this role would need to be knowledgeable in one or more data science specializations, such as optimization, computer vision, recommendation, search or NLP.
As a Data Scientist, you will apply advanced analytics methods and algorithms for identifying trends and providing business solutions. This role is expected to present insights and recommendations to non-technical audiences and explain the benefits and impacts of the recommended solutions. In addition, Data Scientists collaborate with business partners and cross-functional teams, requiring effective communication skills, building relationships, and focus on understanding the overall business area being supported.




This position typically reports to Manager or above
This position has 0 Direct Reports and leads/manages projects



Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.

Typically requires overnight travel less than 10% of the time.





















-"
