,Name,Title,Location,Salary,Rating,Size,Founded,Type,Industry,Sector,Revenue,Dscrb
685,Humana,Senior Data Scientist - Work from Home,Remote,Visit Humana Website,4.0,10000+ Employees,1961,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),"The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately complex to complex issues where the analysis of situations or data requires an in-depth evaluation of variable factors.
Responsibilities**
Humana’s Clinical Trend and Analytics Team is seeking a Senior Data Scientist (Remote).
The Clinical Trend and Analytics team leverages advanced scientific techniques, forecasting, and machine learning to predict financial and clinical outcomes in order to guide investments that improve health outcomes and reduce costs. In this exciting start-up environment, you'll have the opportunity to develop data science processes from the ground up and work directly with decision-making executives to shape the future of Humana's most important strategic initiatives."
686,Allstate,Lead Data Scientist Consultant (Remote - Homebased Worker),"Northbrook, IL","$138,500 /yr (est.)",3.5,10000+ Employees,1931,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"The world isn’t standing still, and neither is Allstate. We’re moving quickly, looking across our businesses and brands and taking bold steps to better serve customers’ evolving needs. That’s why now is an exciting time to join our team. You’ll have opportunities to take risks, challenge the status quo and shape the future for the greater good.
You’ll do all this in an environment of excellence and the highest ethical standards – a place where values such as integrity, inclusive diversity and accountability are paramount. We empower every employee to lead, drive change and give back where they work and live. Our people are our greatest strength, and we work as one team in service of our customers and communities.
Everything we do at Allstate is driven by a shared purpose: to protect people from life’s uncertainties so they can realize their hopes and dreams. For more than 89 years we’ve thrived by staying a step ahead of whatever’s coming next – to give customers peace of mind no matter what changes they face. We acted with conviction to advocate for seat belts, air bags and graduated driving laws. We help give survivors of domestic violence a voice through financial empowerment. We’ve been an industry leader in pricing sophistication, telematics, digital photo claims and, more recently, device and identity protection. We are the Good Hands. We don’t follow the trends. We set them. Job Summary

This role is responsible for leading the use of data to make decisions. This includes: the development and recommendation of new machine learning predictive modeling algorithms, the coding/development of tools that use machine learning/predictive modeling to make business decisions, searching for and integrating new data (both internal and external) that improves our modeling and machine learning results (and ultimately our decisions), and discovery of new business problems that can be solved through the use of machine learning/predictive modeling. The role is responsible for assisting in the recruitment, selection, mentorship and development of junior data scientists. This role will also begin to manage projects of medium to high complexity.
Key Responsibilities

Uses best practices to develop complex statistical, machine learning techniques to build models that address business needs and to improve the accuracy of our data and data-driven decisions
Reviews, evaluates, communicates and makes recommendation on appropriateness of modeling techniques and results to team, leadership and stakeholders to ensure these are well understood and incorporated into business processes. Develops and executes communication strategy, keeping stakeholders informed and influencing business partners and senior leaders on the effectiveness of machine learning/predictive modeling to solve business problems.
Collaborates with outside business units and works on data and complex business problems in order to improve the effectiveness of business decisions and business results through designing, building, and partnering to implement machine learning/predictive models. Effectively understand the business' problems and requirements to identify the optimal modeling approach. Develops frameworks/prototypes that integrate data and machine learning/predictive modeling to make business decisions.
Identifies languages and tools that can bring efficiencies or needed techniques to the team. Identifies new areas of data, research and models and develops data sources that can solve business problems.
Utilizes effective project planning techniques to break down complex machine learning/predictive modeling and/or development projects into tasks, manage scope of projects, and ensure deadlines are kept. Manages various analytical and modeling projects with small number of team members.
Mentors and develops others
This job does not have supervisory responsibilities Preferred Qualifications

Education and Experience
Master’s or PhD and 5 or more years of related experience, preferred
Bachelor's and 8 or more years of related experience

Functional Skills
Proven experience in managing and manipulating large, complex datasets and ability to analyze and interpret moderate to complex concepts
Ability to provide written and oral interpretation of highly specialized terms and data, and ability to present this data to others with different levels of expertise
Experience working with Agile team and demonstrated analytic agility with ability to quickly learn and switch topics
Ability to use and learn a wide variety of tools and languages to achieve results
Proven ability to code and develop prototypes in languages such as Python, Spark
Ability to lead a project team of various skills levels
Ability to manage a wide range of loosely defined moderate to complex situations, which require application of creativity and originality, where guidance and counsel may be unavailable
Ability to train, develop, and teach more junior modelers
Experience in using statistical modeling and/or machine learning techniques to build models that have driven company decision making
Knowledge of advanced machine learning techniques and libraries
The compensation range for this position is $123,000 to $154,000 per year based on experience and qualifications.

The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen.

Good Work. Good Life. Good Hands®.

As a Fortune 100 company and industry leader, we provide a competitive salary – but that’s just the beginning. Our Total Rewards package also offers benefits like tuition assistance, medical and dental insurance, as well as a robust pension and 401(k). Plus, you’ll have access to a wide variety of programs to help you balance your work and personal life -- including a generous paid time off policy. For a full description of Allstate’s benefits, visit allstate.jobs/benefits/

Learn more about life at Allstate. Connect with us on Twitter , Facebook , Instagram and LinkedIn or watch a video .

Allstate generally does not sponsor individuals for employment-based visas for this position.

Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click “ here ” for information regarding the San Francisco Fair Chance Ordinance.
For jobs in Los Angeles, please click “ here ” for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

To view the “EEO is the Law” poster click “ here ”. This poster provides information concerning the laws and procedures for filing complaints of violations of the laws with the Office of Federal Contract Compliance Programs

To view the FMLA poster, click “ here ”. This poster summarizing the major provisions of the Family and Medical Leave Act (FMLA) and telling employees how to file a complaint.

It is the Company’s policy to employ the best qualified individuals available for all jobs. Therefore, any discriminatory action taken on account of an employee’s ancestry, age, color, disability, genetic information, gender, gender identity, gender expression, sexual and reproductive health decision, marital status, medical condition, military or veteran status, national origin, race (include traits historically associated with race, including, but not limited to, hair texture and protective hairstyles), religion (including religious dress), sex, or sexual orientation that adversely affects an employee's terms or conditions of employment is prohibited. This policy applies to all aspects of the employment relationship, including, but not limited to, hiring, training, salary administration, promotion, job assignment, benefits, discipline, and separation of employment."
687,Addison Group,"DATA - Data Scientist - Python, R, Gurobi - onsite","Arlington, VA","$125,000 /yr (est.)",3.8,501 to 1000 Employees,1999,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,"Title: Data Scientist - Python, Gurobi
Location: Arlington, VA
Salary: $110-125K
No sponsorship available
We are a a financial and strategic advisory firm serving management, private equity, and other stakeholders in supply chain-intensive industries. Provide clients with a uniquely integrated approach to create value and insights through our platform as a service. Our approach is a fusion of analytical firepower, deep industry expertise and seasoned judgment that generates long-term value for clients in all segments of the transportation and logistics value chain.
We are looking for a savvy Data Engineer to join our growing team of analytics experts. The hire will be responsible for expanding and optimizing our data and building data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. To succeed in this data engineering position, you should have strong analytical skills and the ability to combine data from different sources. Data engineer skills also include familiarity with several programming languages, ability to produce production level code and knowledge of regression analysis.
IND 005-009"
688,Labcorp,REMOTE - Sr Data Scientist,"Westborough, MA",NoSalary,3.8,10000+ Employees,1978,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"To produce innovative solutions driven by exploratory data analysis from complex and high-dimensional datasets.

Apply knowledge of statistics, data modeling, data sciences and artificial intelligence to recognize patterns, identify opportunities and make valuable discoveries.

Use a flexible, analytical approach to design, develop, and evaluate predictive models.

Generate and test hypotheses.

Interpret data and learn how to present to others the stories they represent through rich and intuitive visualizations.

Learn to develop novel ways of integrating, mining and visualizing diverse, high dimensional and poorly curated data sets.

Bachelors required; Master's preferred
Ph. D highly desirable
5 years' experience in a Data science setting"
689,Brightwing,Data Scientist,Remote,"$107,500 /yr (est.)",3.9,51 to 200 Employees,1973,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),"Remote Work
Must have a minimum of 2 years working experience modeling within Python.
Responsibilities include development and monitoring of complex models and tools that are used to drive business decisions for our organization.
Principal Duties and Responsibilities
Develop statistical models or nonlinear machine learning techniques for usage in: Underwriting, Existing Customer Management, Marketing Campaigns, and Collections
Conduct the implementation of scorecards"
690,Freedom Financial Network,Sr. Data Scientist,"Austin, TX",NoSalary,3.7,1001 to 5000 Employees,2002,Company - Private,Lending,Finance,$500 million to $1 billion (USD),"Job Description

THE OPPORTUNITY:
As a Sr. Data Scientist at Freedom Financial, you will focus on developing and deploying machine learning models. You will serve as a strategic thought partner for leaders throughout the company, helping them to identify and exploit opportunities where machine learning can add value.

THE ROLE:
Build machine learning models from scratch and deploy them to production.
Design bidding and response models to optimize marketing activities, lead scoring and recommendation models to optimize sales activities.



WHY JOIN THE FREEDOM FAMILY?

Freedom Financial Network is a leading digital personal finance company, built to help people. We do what traditional banks don't: Put people first. We believe in treating people like humans, not account numbers. We help everyday people get on, and stay on, the path to a brighter financial future, with innovative technology and personalized support at every step. We help people control expenses, manage debt, save money, plan ahead, and make better financial decisions. By leveraging our proprietary data and analytics and artificial intelligence we offer solutions tailored for each step of a consumer's financial journey, including personal loans, home equity loans, help with debt, and even financial tools and education.
With 2,400 employees across California, Arizona and Texas, we have served more than 1 million customers, resolved more than $15 billion in consumer debt and originated $6.5 billion in loans over the course of our 20 years in business.
Driven by our core values, we're passionate about supporting our communities and proudly awarded over $500,000 in grants distributed by the Freedom Foundation Fund and the Freedom Family Fund in 2021. We believe in a culture led by diversity, equity, and inclusion, and encourage our employees to bring their full selves to work every day. Our diversity-focused Employee Resource Groups (ERGs) are open to all, whether a member of the ERG community or an ally of the group and we are a member of the Fintech Racial Equity Coalition to address and improve inequality in the fintech industry.
And finally, we take great pride in our achievements. This year we topped the list of Best Place to Work by the Phoenix Business Journal, were a top 100 Corporate Philanthropist by the San Francisco Business Times, a 2021 Most Admired Company and a Tech Company with the Best Company Culture by BestCompaniesAz, a 2021 Top Work Places winner by AZcentral and a BuiltIn Best Places to Work winner, to name a few.
This is a wide open opportunity to make a major impact at a growing company. We'll give you as much responsibility as you can handle. We'll expect you to use it wisely and aggressively."
691,Praescient Analytics,Data Scientist,"Washington, DC","$150,000 /yr (est.)",3.4,51 to 200 Employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),"Data Scientist
Clearance: None Required
Type: Full-Time
Start Date: Immediately
Salary: Negotiable, Based on Experience
Location: Washington, DC
Travel: None
Praescient Analytics, LLC is a Veteran-led, certified Woman-Owned Small Business (WOSB) founded in 2011 which specializes in implementing advanced analytics solutions across the defense, intelligence, and law enforcement communities. With over 40 contracts across 6 continents, over 70% of our employees are veterans and or have intelligence, law enforcement or counter fraud experience. We fully understand the unique challenges of our clients and work to identify, vet, implement, and enhance commercial and proprietary technologies to provide full scope solutions, because we have been there. Praescient has extensive experience designing, developing, and integrating solutions for customers including the US Army, Special Operations Command (SOCOM), US Navy (USN), US Marine Corps (USMC), US Coast Guard (USCG), Department of Justice (DOJ), Drug Enforcement Administration (DEA), and Federal Bureau of Investigation (FBI), Immigration and Customs Enforcement (ICE), intelligence community, and local law enforcement agencies, among others."
692,Propane Education & Research Council,Data Scientist,Remote,"$132,500 /yr (est.)",4.5,1 to 50 Employees,1996,Nonprofit Organization,Grantmaking Foundations,Non-Profit,$25 to $50 million (USD),"DATA SCIENTIST
If making a difference in the world for both today and tomorrow fuels your personal career goals, then read on…
The first energy council of its kind, the PROPANE EDUCATION & RESEARCH COUNCIL (PERC) works with the propane industry, consumers, and partner industries to increase the adoption of propane as a clean, affordable, and reliable, energy source.
PERC has an excellent opportunity for a Data Scientist. This exempt position reports to the Senior Vice President of Administration and Finance and we’d prefer for the ideal candidate to be based out of the Richmond, VA metro area."
693,"Vanu, Inc.",Data Scientist,"Lexington, MA","$125,000 /yr (est.)",NoRating,NoSize,NoFounded,NoType,NoIndustry,NoSector,NoRevenue,"A unique position has arisen for a skilled, enthusiastic, and results-oriented data scientist in the budding global mapping group of a growing telecommunications company located in Lexington, Massachusetts. Vanu Inc is a global leader in providing wireless coverage to the 1.2 billion people worldwide currently unable to connect, with a particular focus on markets in Africa and South East Asia.
As a cartographically oriented data scientist you will help us to develop the technology and insight we need to address growing international interest in and application of our unique industry disrupting network planning and mapping capabilities. You will be an integral member of our analytics department focused both on the formulation of novel applications and the streamlining of existing tech."
694,Conversion Logix,Data Scientist,"Austin, TX",NoSalary,4.3,1 to 50 Employees,NoFounded,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Conversion Logix®, LLC provides a comprehensive suite of marketing software and services that enable customers to capture, connect, and convert prospects throughout their journey. We advise, plan, and execute digital marketing strategies to help customers maximize their ROI. Our suite of software and services allow customers to easily integrate with common CRM applications and scale lead generation across their business. Conversion Logix has been ranked on the Inc. 5000 and Austin Business Journal's Fast 50 Growing Companies and is a Premier Google Partner and Facebook Business Partner.
*
About the role:
*
*
As the company Data Scientist, you will support our product, sales, leadership and marketing teams by discovering insights gained from analyzing company data.
*
*
What you’ll do:"
695,"O'Neil Global Advisors, Inc.",Data Scientist I - 637,"Austin, TX",NoSalary,NoRating,NoSize,NoFounded,NoType,NoIndustry,NoSector,NoRevenue,"Onsite/ Hybrid/ Remote
This job is remote!
About Us
O'Neil Global Advisors (OGA) is an investment advisor that builds algorithmic strategies based on proprietary quantitative factor research pioneered by investing legend William J. O'Neil. Bill's methodology has achieved consistent success over more than five decades, and OGA's strategies provide our clients with an exclusive way to capture the success of his powerful and disciplined approached to investing.We develop strategies that are inspired by Bill's disciplined quantitative approach and incorporate his desire for constant improvement through ongoing backtesting."
696,General Motors,Energy / V2X - Applied Data Scientist - V2G,"Austin, TX",NoSalary,4.0,10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),"Job Description

TheEnergy / V2X Applied Data Scientistwill be responsible for the creation and development of analytic \ algorithm solutions for our the next generation digital\data platform that will host and enable the suite of V2X, VGI and related integrated asset capabilities that will allow GM to improve the value and resilience benefits of its vehicles.
Work closely with other GM leaders to ensure integration of the platform with functions associated with bidirectional charging, V2H, V2L, V2G and other advanced V2X functions
Understand, guide, and encourage a vision for a data ecosystem that will be the backbone of the V2X solutions

Our data scientists \ analysts are creative problem solvers involved in close interaction with the entire CORE scrum team, development team leaders, business team members and other members of the extended IT development team. Our role will demand a high level of design and data engineering \ analytics to implement and deliver new insights and machine learning models. There will be ample opportunities to expand on your technical experience, with extensive exposure to the GM business teams and processes. Applied Data Scientists provide leadership and technical expertise to enable multi-layered solutions that comprehend and specify business, application, data and infrastructure designs. The ideal candidate for this role will possess a passion for technology and a desire to improve our application portfolio while maintaining high quality and flexibility.

Applicants should have strong core data \ code skills and some additional technical skills and proven track record with:







Experience or knowledge with some or all of the following tools:



Our vision is a world with Zero Crashes, Zero Emissions and Zero Congestion and we embrace the responsibility to lead the change that will make our world better, safer and more equitable for all.



We aspire to be the most inclusive company in the world. We believe we all must make a choice every day - individually and collectively - to drive meaningful change through our words, our deeds and our culture. Our Work Appropriately philosophy supports our foundation of inclusion and provides employees the flexibility to work where they can have the greatest impact on achieving our goals, dependent on role needs. Every day, we want every employee, no matter their background, ethnicity, preferences, or location, to feel they belong to one General Motors team.



The goal of the General Motors total rewards program is to support the health and well-being of you and your family. Our comprehensive compensation plan incudes, the following benefits, in addition to many others:



General Motors is committed to being a workplace that is not only free of discrimination, but one that genuinely fosters inclusion and belonging. We strongly believe that workforce diversity creates an environment in which our employees can thrive and develop better products for our customers. We understand and embrace the variety through which people gain experiences whether through professional, personal, educational, or volunteer opportunities.GM is proud to be an equal opportunity employer.

We encourage interested candidates to review the key responsibilities and qualifications and apply for any positions that match your skills and capabilities.



The policy of General Motors is to extend opportunities to qualified applicants and employees on an equal basis regardless of an individual's age, race, color, sex, religion, national origin, disability, sexual orientation, gender identity/expression or veteran status. Additionally, General Motors is committed to being an Equal Employment Opportunity (EEO) Employer and offers opportunities to all job seekers including individuals with disabilities. If you need a reasonable accommodation to assist with your job search or application for employment, email us atCareers.Accommodations@GM.com. In your email, please include a description of the specific accommodation you are requesting as well as the job title and requisition number of the position for which you are applying."
697,Centrifuge LLC,Data Scientist - US CITIZEN ONLY,"Austin, TX",NoSalary,NoRating,NoSize,NoFounded,NoType,NoIndustry,NoSector,NoRevenue,"Data Scientist (US Citizen Only)
Min Years Experience: 4
Location: Arlington, VA (must be willing to relocate--relocation assistance available)
Requirements:
4+ Years real world data science AI/ML model development and deployment experience
Retrieve, manipulate, relate and/or exploit multiple structured and unstructured datasets from various sources."
698,Confidential,Lead Data Scientist,"Atlanta, GA",NoSalary,NoRating,Unknown,NoFounded,Company - Public,NoIndustry,NoSector,Unknown / Non-Applicable,"*Pay and company details to be discussed during the interview process and based on experience.
Job Description
Position Title: Lead Data Scientist
Department: Enterprise Analytics and Enterprise Risk Management
Sub Department: Enterprise Analytics, Machine Learning and Advanced Modeling Team
Job Type: Full-time"
699,Innovative Precision Health,Senior Data Scientist,Remote,"$150,000 /yr (est.)",3.0,1 to 50 Employees,NoFounded,Company - Private,NoIndustry,NoSector,Unknown / Non-Applicable,"Job Responsibilities:
Project Delivery (70 - 85%)
Consult clients to define and refine business objectives towards data-driven decision problems
Research internal & external tools & methodologies to develop AIML solution concepts for client problem briefs..
Work with client & IPH team to rapidly prototype innovative AIML solutions including: data & requirements gathering, technological scoping and architecture, code implementation, insights delivery and recommendations.
Work with cross-functional client & IPH team to scale AIML solutions to production systems."
700,Target,Sr. Data Scientist Leadership Program (DSLP),"Minneapolis, MN",NoSalary,3.7,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD),"Location: 1000 Nicollet Mall, Minneapolis, Minnesota, United States, 55403-2542
Data Scientist Leadership Program start date is mid-summer 2022
About us:
Target is an iconic brand, a Fortune 50 company and one of America’s leading retailers.
Behind one of the world’s best loved brands is a uniquely capable and brilliant team of data scientists, engineers and analysts. The Target Data & Analytics team creates the tools and data products to sustainably educate and enable our business partners to make great data-based decisions at Target. We help develop the technology that personalizes the guest experience, from product recommendations to relevant ad content. We’re also the source of the data and analytics behind Target’s Internet of Things (iOT) applications, fraud detection, Supply Chain optimization and demand forecasting. We play a key role in identifying the test-and-measure or A/B test opportunities that continuously help Target improve the guest experience, whether they love to shop in stores or at Target.com."
701,Lancer Insurance Company,Predictive Modeler,Remote,"$100,000 /yr (est.)",3.3,201 to 500 Employees,1985,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),"Predictive Modeler
Lancer Insurance Company, Inc. – Long Beach, NY
Lancer Insurance Company is looking for a talented and motivated predictive modeler to work with a data architect and/or data scientist to develop predictive models to provide modeling solutions that meet organizational needs and to perform in-depth analysis to guide and support strategic business decisions. The right candidate will be a successful communicator and self-starter with strong analytical skills who exhibits creativity, hustle, integrity, and teamwork.
Duties and Responsibilities:"
702,Indeed,Senior Data Scientist - Ads Optimization,Remote,"$188,000 /yr (est.)",4.4,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
This role sits within the SMB Ads Optimization Team. At Indeed, SMB Ads are sponsored jobs created by employers that are looking for the right candidates in Indeed’s marketplace. We decide which sponsored jobs will be presented to job seekers in different channels by considering the employer's willingness to pay. In Indeed’s search, one of Indeed’s main channels, we do this by solving an auction at search time. However, in general, we combine multiple bidding and pricing strategies with optimization algorithms to define the right pricing strategy at the right moment.

As a Data Scientist in the SMB Ads Optimization team, your role is to design and build different mechanisms to find the right value to charge our customers. We are looking for a mixture of statistician, scientist, machine learning expert, and engineer: someone who has passion for building and improving Internet-scale products informed by data. You will be directly influencing Indeed's ads platform's future and responsible for improving our marketplace experimentation strategy. Last but not least, you will spend time understanding and making sense of highly non-linear systems while figuring out how to optimize them.




We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time."
703,EDWARD JONES,Data Scientist II,"Saint Louis, MO","$142,910 /yr (est.)",4.0,10000+ Employees,1922,Company - Private,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),"At Edward Jones, we help clients achieve their serious, long-term financial goals by understanding their needs and implementing tailored solutions. To ensure a personal client experience, we have located our 14,000+ branch offices where our more than 7 million clients live and work.

A typical branch office has one financial advisor who meets with clients face-to-face and one branch office administrator who enhances the team's ability to build deep relationships with clients. Headquarters associates in St. Louis and Tempe provide support and expertise to help U.S. and Canada branch teams deliver an ideal client experience. Edward Jones currently has more branch offices than any other financial services firm, and we continue to grow to meet the needs of long-term individual investors.







Salary: $105753 - $180067
Category: Headquarters"
704,Hyphen,Senior Data Scientist [WFH],Remote,"$125,000 /yr (est.)",NoRating,NoSize,NoFounded,NoType,NoIndustry,NoSector,NoRevenue,"The Hyphen team is looking for a Senior Data Scientist to join our team.
Our Senior Data Scientist will focus on existing data compilation and analysis, across disparate data sources, while applying scientifically-valid statistical analysis. As the Data Scientist on the team, you’ll utilize your statistical background and modeling experience, as well as Python/R programming skills, to support the business’s strategic objectives.
The ideal candidate is a motivated self-starter who loves to learn, gets excited about statistics and model development, and is able to leverage their programming experience to build the models they want. If this describes you, please keep reading!
POSITION OVERVIEW:"
705,"Chick-fil-A, Inc.","Lead Data Scientist, Forecasting","Atlanta, GA",NoSalary,3.9,5001 to 10000 Employees,1946,Company - Private,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$5 to $10 billion (USD),"Overview:
As a Lead Data Scientist, you will be responsible for leading significant role-specific forecasting project work as part of a larger, cross-functional team in support of one or more lines of business. Lead Data Scientists typically leverage and implement pre-defined analytics patterns and infrastructure on projects that are moderately complex, requiring working knowledge of a more limited set of machine learning or advanced modeling forecasting approaches. They must be able to quickly learn new subject-matter in support of a specific project or task. Our Lead Data Scientists typically work with latitude for action or decisions on specific projects, solutions, or technical issues. They may represent Enterprise Analytics, the team's sub-department, in internal conversations. Successful candidates for this role must have strong analytical and research skills, a strong understanding of statistics and statistical modeling, a basic understanding of modern machine learning and its mathematical underpinnings, and they must have moderate programming skills with SQL, R and/or Python. They will need to be fast learners with a keen eye for detail, systems thinking, and process design. They must be team players who work steadfastly to create impactful change. This is a professional track role.
Responsibilities:
Minimum Qualifications:
Preferred Qualifications:
Travel Requirements: 20% Required Level of Education: Bachelor's Degree Preferred Level of Education: Masters Degree Major/Concentration: Quantitative or Technical Degree Program Minimum GPA (4.0 Scale): 3.2"
706,Tiro L.L.C.,Machine Learning Engineer / Data Scientist,Remote,"$125,000 /yr (est.)",NoRating,NoSize,NoFounded,NoType,NoIndustry,NoSector,NoRevenue,"Data Scientist / ML Ops Engineer
The position
We are looking for a talented Data Scientist / ML Ops Engineer to join our client’s fast growing team in either in office or Remote. We are looking for a high caliber individual with a passion for building scalable machine learning (ML) platforms for deployment of automated ML based software solutions. In this position, you will be working with a very highly energetic team of engineers, data scientists, and developers, to develop and deploy ML solutions to solve engineering problems. The solutions will focus on improving operational efficiency and predictive maintenance using engineering and data science approaches."
707,National Security Agency,Data Scientist - Development Program,"Fort Meade, MD","$101,589 /yr (est.)",3.5,Unknown,NoFounded,Government,Federal Agencies,Government,Unknown / Non-Applicable,"NSA Overview: The professionals at the National Security Agency (NSA) have one common goal: to protect our nation. The mission requires a strong offense and a steadfast defense. The offense collects, processes, and disseminates intelligence information derived from foreign signals for intelligence and counterintelligence purposes. The defense prevents adversaries from gaining access to sensitive classified national security information. At NSA, Data Science is a fundamental discipline and is present in nearly every aspect of the mission. NSA is the nation's leader in providing foreign signals intelligence while also protecting U.S. government information systems, forging the frontier of communications, and data analysis. We serve the American people by applying technical skills to meaningful work, keeping our friends and families safe for generations to come. You will make a lasting impact serving your country as a Data Scientist at the National Security Agency, using your curiosity and technical expertise to analyze large data sets to inform decision-making against foreign threats. Description of Position: Data science at NSA is a multi-disciplinary field that uses elements of mathematics, statistics, computer science, and application-specific knowledge to gather, make, and communicate principled conclusions from data. Data science is present in every aspect of the mission. NSA Data Scientists tackle challenging real-world problems leveraging big data, high-performance computing, machine learning, and a breadth of other methodologies. We are looking for critical thinkers, problem solvers, and motivated individuals who are enthusiastic about data and believe that answers to hard questions lie in the yet-to-be-told story of diverse, complicated data sets. You will employ your mathematical science, computer science, and quantitative analysis skills to develop solutions to complex data problems and take full advantage of NSA's capabilities to tackle the highest priority foreign intelligence and cybsersecurity challenges. The Data Science Development Program (DSDP) is a three-year opportunity to develop and enhance your data science skills for an NSA career. Participants experience the breadth of data science at NSA through six- to nine-month assignments in a variety of diverse organizations, and collaborate with NSA's experts in the field of data science. You will have opportunities to attend technical conferences with experts from industry and academia. You will routinely discuss and share NSA's challenges and successes at weekly technical roundtables. You will study data science and related subjects in NSA-taught classes. We foster an environment where you will develop your data science skills, allowing you to quickly contribute to NSA's highest priority mission challenges. Graduates of the DSDP may choose their first permanent assignments from any of the NSA Directorates, depending on availability.
As a Data Scientist at NSA, your responsibilities may include: - Exploratory data analysis and exploratory model-fitting to reveal data features of interest - Machine-learned predictive modeling - Collecting and combining data from multiple sources - Identifying and analyzing anomalous data (including metadata) - Applying scientific methods to data evaluation, performing statistical inference, and data mining - Developing conceptual design and models to address mission requirements - Developing qualitative and quantitative methods for characterizing datasets in various states. - Performing analytic modeling, scripting, and/or programming -Working collaboratively and iteratively throughout the data-science lifecycle - Developing analytic plans, engineer supporting algorithms, and design and implement solutions which execute analytic plans. - Designing and developing analytics and techniques for analysis - Analyzing data using mathematical and statistical methods - Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership - Creating interpretable visualizations"
708,Emerald Resource Group,Data Scientist - Remote,Remote,"$145,000 /yr (est.)",NoRating,NoSize,NoFounded,NoType,NoIndustry,NoSector,NoRevenue,"Position: Data Scientist - REMOTE
Machine Learning / R/ Python / Jupyter /SQL
Remote role that is Direct Hire-Salaried
Prefer Eastern Standard Time Zone
(At this time, our client cannot accommodate H1B visas or OPT).
************************************************************************************
Data Scientist Requirements:
-Programming experience in Python , R, and SQL are a must have ."
709,LiveOps,Data Scientist,Remote,"$129,770 /yr (est.)",3.8,201 to 500 Employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"The Purpose of Your Role
Play a critical role in the design, development, support, and continuous improvement of the BI environment supporting internal and external stakeholders
Analyze complex data from multiple sources, determining configuration and connection methods for ingestion
Design dashboards, reports and cards for scalability and internal/external consumption using the Domo platform
Develop BI solutions according to user requirements, best practices, and industry standards
Participate in a full BI development lifecycle including planning, architecture design, development, testing, migration, and production support"
710,Indeed,Data Scientist,Remote,"$125,000 /yr (est.)",4.4,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Your Job
As a Data Scientist at Indeed your role is to follow the data. Analyze, visualize, and model job search related data. You will build and implement machine learning models to make timely decisions. You will have access to unparalleled resources within Indeed to grow and develop both personally and professionally.

We are looking for a mixture between a statistician, scientist, machine learning expert and engineer: someone who has passion for building and improving Internet-scale products informed by data. The ideal candidate understands human behavior and knows what to look for in the data.

Responsibilities


We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time."
711,Confidential,Senior Data Scientist,Remote,"$125,000 /yr (est.)",NoRating,NoSize,NoFounded,NoType,NoIndustry,NoSector,NoRevenue,"We’re looking for a Senior Data Scientist to join our growing Engineering team. Use the power of healthcare data to find insights that will demonstrate the value we are delivering to our customers, help improve patient outcomes, and expand the scope of our mission. You’ll need strong data chops, an agile mindset, and a love for adventure as you work as a key individual contributor on our growing Data Team.
What You’ll Do:
Lead efforts to evaluate impact of our programs and services and demonstrate impact to customers and through Marketing efforts.
Support projects with data insights that improve our organizational decision-making, business and program performance, and patient and pharmacists experience."
